date,value
1992-03-31,209.1
1992-04-30,210.4
1992-05-31,212.1
1992-06-30,213.4
1992-07-31,214.9
1992-08-31,216.1
1992-09-30,217.6
1992-10-31,219.2
1992-11-30,220.6
1992-12-31,221.9
1993-01-31,223.7
1993-02-28,225.7
1993-03-31,226.9
1993-04-30,229.0
1993-05-31,230.5
1993-06-30,231.9
1993-07-31,233.1
1993-08-31,234.0
1993-09-30,235.1
1993-10-31,236.7
1993-11-30,237.8
1993-12-31,238.7
1994-01-31,239.6
1994-02-28,240.6
1994-03-31,241.6
1994-04-30,242.6
1994-05-31,243.9
1994-06-30,245.0
1994-07-31,246.2
1994-08-31,247.3
1994-09-30,248.6
1994-10-31,249.7
1994-11-30,250.5
1994-12-31,251.8
1995-01-31,252.6
1995-02-28,253.6
1995-03-31,254.3
1995-04-30,255.3
1995-05-31,256.0
1995-06-30,256.8
1995-07-31,257.8
1995-08-31,259.3
1995-09-30,260.6
1995-10-31,261.4
1995-11-30,262.4
1995-12-31,263.2
1996-01-31,264.4
1996-02-29,265.2
1996-03-31,266.4
1996-04-30,267.1
1996-05-31,268.1
1996-06-30,269.5
1996-07-31,270.5
1996-08-31,271.0
1996-09-30,271.8
1996-10-31,272.5
1996-11-30,273.3
1996-12-31,274.2
1997-01-31,275.0
1997-02-28,275.3
1997-03-31,276.2
1997-04-30,277.0
1997-05-31,277.8
1997-06-30,278.3
1997-07-31,278.4
1997-08-31,278.7
1997-09-30,279.6
1997-10-31,280.4
1997-11-30,281.5
1997-12-31,283.1
1998-01-31,282.8
1998-02-28,283.9
1998-03-31,284.5
1998-04-30,285.5
1998-05-31,286.1
1998-06-30,286.5
1998-07-31,288.5
1998-08-31,289.1
1998-09-30,289.4
1998-10-31,290.5
1998-11-30,291.1
1998-12-31,292.3
1999-01-31,293.8
1999-02-28,294.9
1999-03-31,295.8
1999-04-30,296.3
1999-05-31,297.6
1999-06-30,298.4
1999-07-31,299.7
1999-08-31,300.9
1999-09-30,302.4
1999-10-31,303.3
1999-11-30,304.2
1999-12-31,306.6
2000-01-31,307.8
2000-02-29,309.2
2000-03-31,310.6
2000-04-30,312.7
2000-05-31,314.2
2000-06-30,316.5
2000-07-31,318.8
2000-08-31,320.9
2000-09-30,322.8
2000-10-31,324.0
2000-11-30,325.0
2000-12-31,325.3
2001-01-31,327.8
2001-02-28,329.7
2001-03-31,331.8
2001-04-30,333.3
2001-05-31,335.7
2001-06-30,337.5
2001-07-31,338.8
2001-08-31,340.9
2001-09-30,343.0
2001-10-31,345.2
2001-11-30,347.0
2001-12-31,349.1
2002-01-31,352.5
2002-02-28,354.9
2002-03-31,358.1
2002-04-30,362.0
2002-05-31,364.8
2002-06-30,366.1
2002-07-31,368.4
2002-08-31,371.4
2002-09-30,374.1
2002-10-31,377.5
2002-11-30,380.6
2002-12-31,383.2
2003-01-31,384.9
2003-02-28,386.3
2003-03-31,387.0
2003-04-30,388.1
2003-05-31,389.2
2003-06-30,392.6
2003-07-31,395.5
2003-08-31,398.7
2003-09-30,400.9
2003-10-31,401.8
2003-11-30,405.2
2003-12-31,407.7
2004-01-31,408.6
2004-02-29,410.2
2004-03-31,411.7
2004-04-30,412.9
2004-05-31,414.8
2004-06-30,417.8
2004-07-31,420.0
2004-08-31,420.0
2004-09-30,422.0
2004-10-31,424.1
2004-11-30,424.5
2004-12-31,428.8
2005-01-31,429.9
2005-02-28,432.0
2005-03-31,434.8
2005-04-30,436.2
2005-05-31,437.4
2005-06-30,438.8
2005-07-31,441.5
2005-08-31,441.1
2005-09-30,441.9
2005-10-31,445.4
2005-11-30,449.2
2005-12-31,451.0
2006-01-31,452.6
2006-02-28,457.1
2006-03-31,460.1
2006-04-30,462.8
2006-05-31,465.6
2006-06-30,468.3
2006-07-31,469.9
2006-08-31,472.9
2006-09-30,474.4
2006-10-31,476.0
2006-11-30,478.2
2006-12-31,479.8
2007-01-31,481.4
2007-02-28,484.146
2007-03-31,486.613
2007-04-30,489.844
2007-05-31,493.25
2007-06-30,495.795
2007-07-31,500.259
2007-08-31,503.134
2007-09-30,506.835
2007-10-31,511.89
2007-11-30,515.793
2007-12-31,518.567
2008-01-31,522.7
2008-02-29,523.864
2008-03-31,525.453
2008-04-30,527.597
2008-05-31,529.919
2008-06-30,532.439
2008-07-31,534.562
2008-08-31,537.7
2008-09-30,540.409
2008-10-31,542.784
2008-11-30,543.704
2008-12-31,546.583
2009-01-31,550.835
2009-02-28,553.905
2009-03-31,557.546
2009-04-30,562.598
2009-05-31,563.442
2009-06-30,565.212
2009-07-31,569.44
2009-08-31,572.39
2009-09-30,575.26
2009-10-31,577.182
2009-11-30,582.222
2009-12-31,584.832
2010-01-31,587.969
2010-02-28,593.682
2010-03-31,599.818
2010-04-30,601.942
2010-05-31,604.181
2010-06-30,607.047
2010-07-31,605.352
2010-08-31,608.594
2010-09-30,617.542
2010-10-31,621.176
2010-11-30,620.644
2010-12-31,624.23
2011-01-31,625.928
2011-02-28,628.558
2011-03-31,630.08
2011-04-30,633.979
2011-05-31,638.038
2011-06-30,640.023
2011-07-31,642.595
2011-08-31,646.535
2011-09-30,647.641
2011-10-31,651.864
2011-11-30,655.723
2011-12-31,657.349
2012-01-31,659.475
2012-02-29,659.495
2012-03-31,660.699
2012-04-30,664.458
2012-05-31,667.993
2012-06-30,674.189
2012-07-31,677.217
2012-08-31,674.938
2012-09-30,677.529
2012-10-31,678.981
2012-11-30,683.221
2012-12-31,687.128
2013-01-31,688.415
2013-02-28,692.496
2013-03-31,695.528
2013-04-30,691.69
2013-05-31,692.422
2013-06-30,696.553
2013-07-31,699.12
2013-08-31,710.158
2013-09-30,713.099
2013-10-31,711.827
2013-11-30,711.32
2013-12-31,713.838
2014-01-31,718.371
2014-02-28,723.172
2014-03-31,728.539
2014-04-30,730.285
2014-05-31,732.384
2014-06-30,733.709
2014-07-31,735.61
2014-08-31,735.917
2014-09-30,738.398
2014-10-31,740.273
2014-11-30,742.729
2014-12-31,747.15
2015-01-31,747.897
2015-02-28,746.511
2015-03-31,751.278
2015-04-30,761.442
2015-05-31,765.353
2015-06-30,759.742
2015-07-31,759.823
2015-08-31,760.648
2015-09-30,762.048
2015-10-31,775.62
2015-11-30,775.227
2015-12-31,776.436
2016-01-31,780.152
2016-02-29,783.972
2016-03-31,783.951
2016-04-30,785.268
2016-05-31,789.789
2016-06-30,790.762
2016-07-31,793.904
2016-08-31,804.742
2016-09-30,805.184
2016-10-31,806.78
2016-11-30,807.186
2016-12-31,809.827
2017-01-31,810.692
2017-02-28,816.569
2017-03-31,819.59
2017-04-30,825.772
2017-05-31,826.891
2017-06-30,832.82
2017-07-31,835.838
2017-08-31,837.282
2017-09-30,839.67
2017-10-31,842.773
2017-11-30,844.568
2017-12-31,847.805
2018-01-31,857.19
2018-02-28,860.348
2018-03-31,862.929
2018-04-30,864.05
2018-05-31,865.068
2018-06-30,869.235
2018-07-31,870.943
2018-08-31,868.611
2018-09-30,868.531
2018-10-31,869.306
2018-11-30,872.702
2018-12-31,874.395
2019-01-31,878.079
2019-02-28,878.572
2019-03-31,879.731
2019-04-30,876.495
2019-05-31,878.419
2019-06-30,876.501
2019-07-31,880.055
2019-08-31,887.607
2019-09-30,887.196
2019-10-31,898.649
2019-11-30,900.61
2019-12-31,900.011
2020-01-31,910.413
2020-02-29,914.38
2020-03-31,916.649
2020-04-30,919.94
2020-05-31,919.075
2020-06-30,920.358
2020-07-31,921.834
2020-08-31,922.205
2020-09-30,926.748
2020-10-31,925.515
2020-11-30,927.819
2020-12-31,928.006
2021-01-31,936.837
2021-02-28,939.095
2021-03-31,944.047
2021-04-30,945.329
2021-05-31,944.68
2021-06-30,945.145
2021-07-31,949.676
2021-08-31,955.94
2021-09-30,957.583
2021-10-31,963.08
2021-11-30,960.327
2021-12-31,958.317
2022-01-31,970.276
2022-02-28,971.164
2022-03-31,976.121
2022-04-30,979.305
2022-05-31,980.975
2022-06-30,982.189
2022-07-31,987.935
2022-08-31,994.696
2022-09-30,995.304
2022-10-31,995.687
2022-11-30,990.704
2022-12-31,1002.086
2023-01-31,1008.954
2023-02-28,1010.04
2023-03-31,1007.592
2023-04-30,1011.879
2023-05-31,1019.584
2023-06-30,1023.107
2023-07-31,1021.483
2023-08-31,1029.389
2023-09-30,1041.741
2023-10-31,1051.855
2023-11-30,1052.718
2023-12-31,1057.884
2024-01-31,1074.709
2024-02-29,1071.771
2024-03-31,1084.978
2024-04-30,1091.314
2024-05-31,1094.52
2024-06-30,1095.752
2024-07-31,1084.877
2024-08-31,1089.007
2024-09-30,1091.953
2024-10-31,1096.871
2024-11-30,1097.616
2024-12-31,1100.1
2025-01-31,1109.604
2025-02-28,1112.111
2025-03-31,1126.761
2025-04-30,1132.81
2025-05-31,1137.349
2025-06-30,1142.123
2025-07-31,1147.151
2025-08-31,1146.916
2025-09-30,1155.793
2025-11-30,1163.417
2025-12-31,1173.853
